anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,593,108672,5.45678739693757,ILI
2024,43,570,112877,5.04974441205914,ILI
2024,44,602,115795,5.19884278250356,ILI
2024,45,799,122948,6.49868236978235,ILI
2024,46,906,124631,7.26945944427951,ILI
2024,47,971,123184,7.88251721002728,ILI
2024,48,1058,123102,8.59449887085506,ILI
2024,49,1070,122905,8.70591106952524,ILI
2024,50,1212,124458,9.73822494335438,ILI
2024,51,1551,122906,12.6194001920167,ILI
2024,52,1453,120456,12.0624958491067,ILI
2025,1,1719,120348,14.2835776248878,ILI
2025,2,1869,121670,15.3612229801923,ILI
2025,3,1808,120177,15.0444760644716,ILI
2025,4,1922,119940,16.0246790061698,ILI
2025,5,1670,119940,13.9236284809071,ILI
2025,6,1397,118666,11.7725380479666,ILI
2025,7,1381,118666,11.637705829808,ILI
2025,8,1267,118666,10.6770262754285,ILI
2025,9,1033,117173,8.81602416939056,ILI
2025,10,948,113688,8.33861093519105,ILI
2025,11,845,111062,7.60836289640021,ILI
2025,12,701,106303,6.5943576380723,ILI
2025,13,700,103080,6.79084206441599,ILI
2025,14,587,97261,6.03530706038392,ILI
2025,15,511,77349,6.60642025106983,ILI
