anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,865,199109,4.34435409750438,ILI
2024,43,833,199109,4.18363810777012,ILI
2024,44,869,200569,4.33267354376798,ILI
2024,45,1072,200569,5.34479406089675,ILI
2024,46,1417,200569,7.06490035848012,ILI
2024,47,1546,200569,7.70807053931565,ILI
2024,48,1702,201322,8.45411827818122,ILI
2024,49,1927,201322,9.57173085902187,ILI
2024,50,2052,201322,10.1926267372667,ILI
2024,51,2090,199862,10.4572154786803,ILI
2024,52,2282,201322,11.3350751532371,ILI
2025,1,2652,201322,13.1729269528417,ILI
2025,2,3194,201322,15.8651314809112,ILI
2025,3,2982,201322,14.812092071408,ILI
2025,4,3198,201322,15.885000149015,ILI
2025,5,3013,199845,15.0766844304336,ILI
2025,6,2968,201322,14.7425517330446,ILI
2025,7,2893,200492,14.4295034215829,ILI
2025,8,2673,198007,13.4995227441454,ILI
2025,9,2389,190832,12.5188647606271,ILI
2025,10,1976,172483,11.4562014807256,ILI
2025,11,1392,134451,10.3532141821184,ILI
