anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,1175,176550,6.65533843103937,ILI
2024,43,1158,174332,6.64249822178372,ILI
2024,44,977,172687,5.65763491171889,ILI
2024,45,1368,178024,7.68435716532602,ILI
2024,46,1420,182491,7.78120564849773,ILI
2024,47,1523,182860,8.32877611287324,ILI
2024,48,1486,178736,8.31393787485453,ILI
2024,49,1772,182164,9.72749829823675,ILI
2024,50,1883,182749,10.3037499521201,ILI
2024,51,1751,180608,9.69503012048193,ILI
2024,52,1690,172058,9.82226923479292,ILI
2025,1,1820,176899,10.2883566328809,ILI
2025,2,2335,180916,12.9065422627076,ILI
2025,3,3028,179095,16.9072280074821,ILI
2025,4,3642,182397,19.967433674896,ILI
2025,5,3541,180895,19.5748915116504,ILI
2025,6,3152,178505,17.6577686899527,ILI
2025,7,2788,177012,15.750344609405,ILI
2025,8,2400,177283,13.5376770474326,ILI
2025,9,2029,177892,11.4057967755717,ILI
2025,10,1680,170301,9.86488628956964,ILI
2025,11,1420,169123,8.39625597937596,ILI
2025,12,1096,160238,6.83982575918322,ILI
2025,13,965,147431,6.54543481357381,ILI
2025,14,694,118324,5.86525134376796,ILI
